,location,lat,long,alt,year,bloom_date,bloom_doy,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,icon_partly-cloudy-day,icon_rain,icon_clear-day,icon_cloudy,icon_snow,icon_wind
26,washingtondc,38.885349600000005,-77.03862779999999,0,2007,2007-04-01,91,14.18709677419355,3.729032258064516,8.951612903225806,13.145161290322584,0.554838709677419,7.0935483870967735,-0.4096774193548389,56.03548387096774,2.6257419354838705,41.935483870967744,9.677741935483871,,3.7,59.36666666666666,27.851612903225806,194.57419354838706,1021.8032258064515,67.9741935483871,14.79354838709677,,,,,0.5016129032258064,15,12,0,3,1,0
27,washingtondc,38.885349600000005,-77.03862779999999,0,2008,2008-03-26,86,13.235483870967743,3.493548387096775,8.180645161290322,12.651612903225805,0.23225806451612907,6.3193548387096765,-1.6032258064516127,53.02580645161291,2.3733548387096772,48.38709677419355,12.365483870967742,,,65.22777777777779,29.974193548387102,219.28709677419351,1016.8032258064517,64.89354838709677,15.048387096774196,,,,,0.5293548387096775,15,15,1,0,0,0
28,washingtondc,38.885349600000005,-77.03862779999999,0,2009,2009-04-01,91,12.14193548387097,3.2483870967741937,7.458064516129032,11.416129032258066,-0.15806451612903238,5.5451612903225795,-0.5483870967741931,60.909677419354836,1.5681612903225806,41.935483870967744,10.484193548387097,,7.166666666666667,60.75,24.212903225806446,183.78064516129035,1022.0129032258066,71.02903225806453,14.07741935483871,,,,,0.5100000000000001,15,13,1,2,0,0
29,washingtondc,38.885349600000005,-77.03862779999999,0,2010,2010-03-31,90,15.077419354838712,6.1322580645161295,10.4,14.60967741935484,3.261290322580645,8.935483870967742,0.7032258064516131,56.051612903225795,2.9714516129032256,51.61290322580645,16.9358064516129,,,45.50416666666666,26.935483870967737,233.0354838709678,1012.2193548387096,68.52903225806453,15.032258064516132,171.73548387096776,14.81612903225806,6.0,,0.5158064516129032,10,16,3,2,0,0
30,washingtondc,38.885349600000005,-77.03862779999999,0,2011,2011-03-29,88,12.574193548387099,3.3193548387096774,7.758064516129033,11.838709677419354,-0.3354838709677421,5.732258064516129,-0.37741935483870964,60.467741935483865,3.961322580645161,48.38709677419355,12.366129032258064,,,42.172413793103445,27.238709677419354,198.23548387096776,1020.3129032258064,71.16774193548386,15.277419354838708,182.56774193548387,15.722580645161285,6.67741935483871,,0.5219354838709678,15,15,0,1,0,0
31,washingtondc,38.885349600000005,-77.03862779999999,0,2012,2012-03-20,80,16.196774193548386,6.338709677419356,11.041935483870969,15.519354838709676,4.006451612903226,9.670967741935483,2.1064516129032262,57.40322580645161,2.059064516129032,45.16129032258065,7.527096774193549,,,44.65000000000001,28.109677419354835,219.77096774193544,1019.9322580645162,58.10645161290322,15.119354838709677,182.80645161290326,15.751612903225805,6.612903225806452,,0.5141935483870969,15,14,2,0,0,0
32,washingtondc,38.885349600000005,-77.03862779999999,0,2013,2013-04-09,99,13.061290322580644,3.864516129032258,8.283870967741937,12.33225806451613,0.7967741935483872,6.3,-2.6451612903225805,50.1741935483871,1.6399677419354837,45.16129032258065,9.408064516129034,,3.0,46.35200000000002,28.419354838709683,237.49677419354836,1016.5387096774194,64.04838709677419,15.377419354838707,197.52258064516133,16.987096774193546,6.806451612903226,,0.5183870967741936,16,14,0,1,0,0
33,washingtondc,38.885349600000005,-77.03862779999999,0,2014,2014-04-10,100,13.890322580645162,4.335483870967742,8.896774193548383,13.25806451612903,1.025806451612903,7.12258064516129,-0.8064516129032252,54.55161290322581,3.5709032258064517,54.83870967741935,19.623870967741937,,9.733333333333333,50.03333333333333,27.980645161290322,193.73548387096778,1015.2709677419355,69.23870967741934,14.477419354838707,179.16129032258067,15.458064516129033,6.290322580645161,,0.4903225806451613,11,16,1,2,1,0
34,washingtondc,38.885349600000005,-77.03862779999999,0,2015,2015-04-10,100,15.874193548387094,5.809677419354837,10.293548387096775,15.561290322580641,3.2419354838709684,8.938709677419354,0.03548387096774169,53.13870967741937,2.069193548387097,51.61290322580645,13.172580645161293,0.1,0.09677419354838711,46.521739130434796,27.199999999999996,214.91290322580645,1019.4612903225805,72.42580645161291,15.083870967741934,197.80000000000004,17.08387096774193,6.870967741935484,,0.49193548387096786,12,15,2,0,2,0
35,washingtondc,38.885349600000005,-77.03862779999999,0,2016,2016-03-25,85,16.19677419354839,5.812903225806451,10.687096774193547,15.60967741935484,3.638709677419355,9.319354838709677,2.032258064516129,58.52258064516128,1.5897419354838709,51.61290322580645,9.27483870967742,0.0967741935483871,0.09677419354838711,44.964,27.761290322580646,171.80322580645156,1015.8129032258063,67.18064516129031,15.338709677419354,175.70322580645168,15.158064516129036,6.483870967741935,,0.5074193548387096,12,15,1,1,2,0
36,washingtondc,38.885349600000005,-77.03862779999999,0,2017,2017-03-25,84,13.44516129032258,3.0612903225806445,7.935483870967742,12.093548387096773,-0.6032258064516133,5.5129032258064505,-2.2419354838709675,52.31290322580646,2.3202580645161293,51.61290322580645,12.096774193548388,0.1935483870967742,0.37419354838709684,51.25416666666667,29.916129032258066,238.23870967741937,1021.3193548387097,54.54193548387096,15.612903225806452,203.68400000000003,17.556,7.24,,0.5461290322580645,12,14,2,0,3,0
37,washingtondc,38.885349600000005,-77.03862779999999,0,2018,2018-04-05,95,11.180645161290323,2.42258064516129,6.477419354838708,9.503225806451614,-1.4935483870967738,3.8032258064516125,-2.512903225806452,55.68387096774194,1.7364193548387095,32.25806451612903,8.870967741935484,0.4,0.35483870967741943,46.676,28.674193548387084,217.02903225806455,1015.9548387096773,66.71935483870965,15.206451612903225,312.36451612903215,14.441935483870969,6.290322580645161,,0.5370967741935483,17,5,2,1,5,1
38,washingtondc,38.885349600000005,-77.03862779999999,0,2019,2019-04-01,91,12.909677419354837,3.6870967741935483,8.064516129032258,12.232258064516126,0.3967741935483872,6.083870967741935,-2.4258064516129036,51.100000000000016,2.7956129032258064,25.806451612903224,8.871290322580647,0.0,0.0064516129032258064,49.2904761904762,26.8,205.8032258064516,1020.7419354838709,58.48064516129033,15.24193548387097,326.4258064516129,15.219354838709679,6.612903225806452,,0.536774193548387,20,8,3,0,0,0
39,washingtondc,38.885349600000005,-77.03862779999999,0,2020,2020-03-20,80,14.293548387096775,4.658064516129032,9.270967741935483,13.835483870967742,1.9580645161290324,7.667741935483871,-0.2580645161290325,55.187096774193535,1.199741935483871,48.38709677419355,6.989032258064515,0.0,0.0,45.599999999999994,27.54516129032257,204.35806451612908,1020.6870967741938,58.490322580645156,15.435483870967744,210.1580645161291,9.019354838709676,5.096774193548387,,0.5274193548387096,11,15,4,1,0,0
40,washingtondc,38.885349600000005,-77.03862779999999,0,2021,2021-03-28,87,14.841935483870971,5.261290322580645,9.825806451612902,14.287096774193552,2.635483870967742,8.361290322580645,-0.2580645161290325,54.91935483870967,3.295290322580645,25.806451612903224,10.886774193548387,0.0,0.0,50.08181818181818,26.0258064516129,201.2,1021.9806451612903,59.19032258064517,14.890322580645162,226.77419354838713,10.416129032258066,4.612903225806452,,0.47483870967741926,14,8,5,3,0,1
41,washingtondc,38.885349600000005,-77.03862779999999,0,2022,2022-03-21,80,15.1741935483871,3.7064516129032254,9.096774193548386,14.487096774193551,0.6870967741935483,7.383870967741935,-0.029032258064516286,56.048387096774185,2.1679032258064517,29.032258064516128,8.064516129032258,0.16129032258064516,0.05161290322580645,47.67931034482758,29.593548387096778,192.89677419354834,1020.5741935483869,64.28709677419354,14.970967741935487,136.7935483870968,9.329032258064515,5.387096774193548,10.0,0.49870967741935485,21,8,1,0,1,0
