location,lat,long,alt,year,bloom_date,bloom_doy,month,tempmax,tempmin,temp,dew,humidity,precip,snow,windspeed,moonphase,solarradiation,daytime
liestal,47.4814,7.730519,350,2000,01-04-2000,92,4,8.496710526,1.361184211,4.748684211,1.353289474,80.32236842,2.331763158,0,18.73092105,0.525263158,0,38347.17105
liestal,47.4814,7.730519,350,2001,30-03-2001,89,3,8.323178808,2.055629139,4.914569536,1.827152318,81.59337748,3.220231788,0,17.9615894,0.503907285,0,38359.18543
liestal,47.4814,7.730519,350,2002,18-03-2002,77,3,8.449668874,1.297350993,4.736423841,0.072847682,73.95298013,1.317423841,0,28.26754967,0.499205298,0,38326.03311
liestal,47.4814,7.730519,350,2003,02-04-2003,92,4,8.213245033,0.995364238,4.329139073,-0.518543046,73.54304636,1.309596026,0,15.22649007,0.498675497,0,38293.11921
liestal,47.4814,7.730519,350,2004,01-04-2004,92,4,45.81842105,33.88815789,39.50526316,31.54210526,74.95460526,0.059388158,0,10.4125,0.485131579,0,38350.63158
liestal,47.4814,7.730519,350,2005,05-04-2005,95,4,44.49006623,33.1192053,38.30397351,31.62384106,78.49470199,0.059768212,0,9.332450331,0.500993377,0,38363.0596
liestal,47.4814,7.730519,350,2006,21-04-2006,111,4,41.74768212,31.45231788,36.18940397,30.27152318,80.31721854,0.094344371,0,9.551655629,0.497417219,0,38330.2053
liestal,47.4814,7.730519,350,2007,04-04-2007,94,4,51.40662252,38.27350993,44.49205298,35.77350993,73.57152318,0.054582781,0,10.7205298,0.509072848,0,38297.68212
liestal,47.4814,7.730519,350,2008,29-03-2008,89,3,46.36907895,35.12434211,40.38815789,32.27697368,74.16184211,0.062361842,0,11.2125,0.518618421,0,38355.49342
liestal,47.4814,7.730519,350,2009,10-04-2009,100,4,43.88609272,33.53178808,38.4,31.20993377,77.11456954,0.051701987,0,9.146357616,0.504370861,0,38368.2053
liestal,47.4814,7.730519,350,2010,08-04-2010,98,4,44.05496689,33.04701987,38.34503311,30.37019868,75.09536424,0.054496689,0,9.145695364,0.508675497,103.9251656,38335.56954
liestal,47.4814,7.730519,350,2011,31-03-2011,90,3,8.565562914,1.452980132,4.829139073,0.486092715,76.15695364,1.440039735,0,12.2807947,0.506357616,123.7006623,38303.11258
liestal,47.4814,7.730519,350,2012,02-04-2012,93,4,8.161842105,1.259210526,4.473684211,0.319078947,76.44013158,2.158006579,0,15.14210526,0.485657895,113.8967105,38360.84211
liestal,47.4814,7.730519,350,2013,17-04-2013,107,4,5.99205298,0.825827815,3.266887417,-0.110596026,79.93907285,2.204913907,0,14.85033113,0.488278146,105.6960265,38373.29139
liestal,47.4814,7.730519,350,2014,25-03-2014,84,3,9.921854305,2.843708609,6.091390728,1.661589404,75.46556291,1.844940397,0,14.58609272,0.493377483,118.6516556,38340.37748
liestal,47.4814,7.730519,350,2015,11-04-2015,101,4,8.362913907,1.634437086,4.790728477,0.50794702,76.37350993,1.745794702,0,14.71854305,0.503443709,117.5039735,38307.49669
liestal,47.4814,7.730519,350,2016,06-04-2016,97,4,7.924342105,0.542763158,4.115131579,1.292763158,83.34144737,2.512605263,0.122368421,14.24078947,0.512565789,129.2888158,38466.40132
liestal,47.4814,7.730519,350,2017,26-03-2017,85,3,7.296688742,-0.753642384,3.096688742,-0.28410596,81.05364238,2.367370861,0.21589404,13.54370861,0.505165563,137.8682119,38478.36424
liestal,47.4814,7.730519,350,2018,08-04-2018,98,4,7.468211921,0.466225166,3.871523179,0.447019868,80.39536424,2.856344371,0.278145695,15.5397351,0.51192053,95.78145695,38445.78146
liestal,47.4814,7.730519,350,2019,27-03-2019,86,3,8.283443709,0.317218543,4.099337748,0.30794702,78.69139073,2.109357616,0.084768212,15.24966887,0.506953642,100.5152318,38413.36424
liestal,47.4814,7.730519,350,2020,17-03-2020,77,3,9.903289474,1.157236842,5.344078947,1.013815789,76.47368421,2.261026316,0,15.83486842,0.485789474,109.4980263,38469.43421
liestal,47.4814,7.730519,350,2021,28-03-2021,87,3,7.614569536,0.029139073,3.729139073,-0.425165563,76.87682119,2.606039735,0.330463576,13.90927152,0.489271523,105.9907285,38481.41722
liestal,47.4814,7.730519,350,2022,26-03-2022,85,3,8.431788079,0.037086093,4.098675497,-0.070198675,76.9986755,2.021668874,0.053642384,14.63509934,0.502847682,101.7364238,38449.03311
